url,title,doc
https://news.cnyes.com/news/id/4435938,潤寅案詐貸386億元 主嫌楊文虎在美落網押解返台,"老牌貿易商潤寅實業涉詐貸銀行高達 386 億元，負責人楊文虎、王音之夫妻潛逃美國，遭北檢通緝。調查局表示，今 (21) 日下午自美國洛杉磯將外逃通緝犯楊文虎押解返台歸案。,檢方查出，楊文虎及王音之夫婦為潤寅公司代表人及實際負責人，自 2011 年 1 月至 2019 年 5 月，二人以不實應收帳款，向台企銀、合庫、王道及星展等多家金融機構詐貸高達 386 億元，涉嫌違反銀行法、洗錢防制法及商業會計法。,不過，二人隨即於去年 6 月 1 日潛逃出境，北檢在同年 8 月 21 日發布通緝，同時牽連家族成員陸續被收押，包括女兒楊宇晨、王音之胞弟弟王振賢、楊文虎胞兄楊文海，也涉及串滅證遭法院裁定收押禁見，楊文虎夫妻遭具體求刑 30 年。,調查局於美國東岸至西岸佈下天羅地網，首先掌握楊氏夫婦於去年 6 月 4 日自上海浦東機場搭機飛往紐約，並逃往洛杉磯兒子住處，隨即與美國移民及海關執法局等機關密切合作，終由 ICE 於去年 12 月 12 日順利在洛杉磯逮捕楊氏夫婦。,調查局表示，楊文虎是以美國旅行授權電子系統（ESTA）取得免簽入境許可，無申請庇護資格，遭美方驅逐出境，預定今天下午 5 點 20 分抵達桃園國際機場；王音之因持 B2 觀光簽證，需於 23 日進行移民聽證會，調查局強調，仍持續與美方協調，盼儘早緝返歸案。,潤寅詐貸案總計 13 家銀行受害，金管會經過專案金檢，予以核處，一口氣開鍘 9 家銀行，包括：台企銀、王道銀、華南銀、國泰世華銀、第一銀和合庫銀、兆豐銀、元大銀和星展銀，其中，台企銀和王道銀都屬於徵授信缺失，各被罰 200 萬元最多。"
https://news.cnyes.com/news/id/4386292,德信證券督導不週 金管會開鍘240萬、嚴懲董總8人,"德信證券子公司德信冠群創投投資獨身貴族等三家公司，發生重大虧損，涉督導不周，另自營投資未落實內控制度相關措施，已違反證券管理法令，金管會今 (24) 日對德信證券開罰 240 萬元，並解除前董事長林冠百、現任總經理廖鴻輝等八人職務，其中，林冠百 3 年內不得重回證券圈。,金管會證期局副局長蔡麗玲表示，德信證券未督促子公司德信創投訂定內部控制制度，也沒訂定及執行取得或處分資產辦法，德信創投也未依德信證券內部規定及相關法規進行投資。,加上德信證券去 (2018) 年對德信創投監理的查核報告查核不確實，未按月取得德信創投財務資料、法令遵循單位未督導德信創投洽其審閱股權轉讓合約等書件。,在德信創投投資獨身貴族等 3 家公司發生重大虧損時，德信證券更遲延向金管會申報。且德信證券自營部投資有價證券的買賣分析及虧損控管作業流於形式。,蔡麗玲表示，上述缺失都顯示母公司德信證券涉督導不周，另自營投資未落實內控制度相關措施，已違反證券管理法令。,因此，金管會決議對德信證券處罰鍰 240 萬元，並解除行為時董事長林冠百、吳姓董事職務，其中，林冠百雖然已在今年 2 月離職，但這次解職命令，也命令他 3 年不得重回證券圈。,蔡麗玲表示，因董事長、董事被解職，被處分後，德信證券六個不得申請下列案件：(1) 增加業務種類或營業項目。(2) 增設分支機構。(3) 轉投資國內、外及大陸地區證券、期貨、金融及其他事業。(4) 辦理現金增資或募集公司債。(5) 擔任 ETF 流動量提供者。(6) 合併。,其他人員方面，命令德信證券停止總經理廖鴻輝、前內部稽核張姓主管六個月業務執行，停止前法令遵循蔣姓主管四個月業務執行。以及命令德信證券停止前自營部樓姓主管及雷姓業務人員一個月業務執行、停止陳姓業務人員二個月業務執行。,此外，金管會還要求，在會計師出具對於內控制度的設計及執行有效性的審查意見前，公司不得增加對子公司的轉投資、資金貸與或背書保證，子公司德信創投及德信冠群創投管理顧問公司也不得增加投資。同時，限期請德信證券提出改善計畫及時程，並提報股東會討論，以維護股東權益，以及請德信證券獨立董事切實依法執行職務。"
https://news.cnyes.com/news/id/4385459,誆獲海力士訂單 台通科技負責人6招詐財逾23億元遭起訴,"台中地檢署今（23）日表示，台通科技負責人謝明陽，誆稱已獲得國際大廠 SK 海力士長期鉅額訂單，以六招詐偽方式買賣、發行台通公司股票，吸引創投公司、股市分析師等名人投資未上市股票，吸金逾 23 億元，謝明陽被依違反證交法、偽造文書等罪起訴。,中檢起訴書指出，台通公司以製造或販售散熱元件為主要業務內容，2015 年底因業績不振且資金困窘，謝明陽販售其家族所持有股票以詐取市場投資人投資款。,為獲得投資人信任，謝明陽以獲得國際大廠 SK 海力士長期鉅額訂單為詐騙主軸，陸續以「偽造國際大廠合作契約」、「製作國際大廠匯款金流」、「製作不實財務報表」、「偽造鉅額定存單」、「偽造輔導上市合作契約」、「詐稱國際大廠將入股」等六大階段且環環相扣的詐偽手法，使專業投資人誤判台通公司業務狀況及資產情形。,中檢指出，投資人誤以為前景極為看好，陸續向被告謝明陽購買或認購台通公司股票，從 2015 年起至 2019 年間，購買價格由每股 15 元飆漲至最高每股 120 元，僅就股票買賣詐偽部分即得款 19 億餘元，另就股票發行詐偽部分得款 4 億餘元。,中檢表示，謝明陽詐偽方式極為縝密，偽造的貨款金流、財務報表除了格式工整外，所記載內容均彼此呼應，專業慎重的未上市股票投資大戶、創投公司機構及財經投資分析師等知名人士，均在被害人之列。,中檢提醒，投資未上市股票，應長期觀察公司經營信譽，慎重選擇投資標的並理性佈局，不宜輕信來路不明的財務報表、金流紀錄或合作契約，而錯估相關投資標的的投資前景。"
https://news.cnyes.com/news/id/4365094,基金汰弱留強該怎麼做？,"對於大部分的投資人而言，如何選擇市場已經非常困難，基金該如何操作也是一大困擾。有的時候買進了一檔當下表現強勁的基金，可是過了一陣子之後，卻發現其表現不如預期。這個時候該怎麼辦呢？如果要汰弱留強，什麼做法會比較合適？,為了要判斷汰弱留強的做法有沒有效果，下表假設投資人選擇前一整年績效表現最強的基金，並且在下一年都持有這檔基金，接著每年年底重新檢視是否更換基金。可以發現這樣「根據前一年報酬率相對強弱來挑選基金的策略」是有效果的，也就是說前一年強勁的基金動能有機會延續到接下來的一年，不僅可以大幅勝出同類型基金的平均報酬率，也能跟當期表現前 25% 的基金有差不多的報酬率。,既然汰換相對強勢的基金是有效的，那下一個問題就是：多久檢視最好？利用剛剛的標準，比較在每月、季、年底換上上一個時間段裡表現最好的基金，下方線圖可以看出來年度檢視的效果好過月度與季度。最主要的差異來自於頻繁轉換基金的成本侵蝕掉了強勢基金的表現（月、季、年度汰換基金的機率為 90%、94%、78%），而且這樣的累積報酬率還沒有考慮資金轉換而錯過市場的時間差（根據每間基金公司作業時長不同，在每次基金轉換時，可能有 1-2 個禮拜沒有參與市場表現），以過去十年股市一路向上的表現，這樣反而有害績效表現。 ,前面幾點已經可以看出來從表現強勁的基金中，挑選標的是一個不錯的做法。相較於參考一些第三方機構評等（參考下方表格），也許客觀的績效比主觀的星級評等更具代表性。,參考第三方機構評等的準確度不高,對於長期投資人其實還有更聰明的做法，那就是選擇績效一致的那些基金。簡單地來說，如果選擇表現最強的基金，有時候可能會踩雷選到單純前一年走好運的基金，但是如果一檔基金在 10 年內都是績效排名前半的資優生，除了經理人可能真的有實力外，也代表基金的投資策略較為一致，不易帶來過大的波動，這種基金就是首選。,，也在先前的文章中分享過。這樣的做法在 10 年後，也比單純選前一年最強的基金高出 10.5% 的報酬率。 ,要如何整理出基金績效一制性呢？,上有相關資訊，在欄位○1 輸入基金資訊，點選○2 總回報率，比較欄位○3 的地方會有基金跟同類基金的比較，正數表示當年度比同類平均強，比較可惜的是網站上僅列出近 7 年的紀錄，但仍不失為值得參考的資料來源。以下圖為例，除了 2014、2016 年兩年之外，該檔基金表現都在前段班，可以列入候選基金。,基金操作上，建議如下：,同類基金的汰弱留強是絕對有效果的，但頻繁更換基金會產生額外的成本，反而對長期績效沒有幫助。台灣投資界常常發生短期績效異軍突起的基金，吸引大量的資金的狀況，但長期投資人反而應該要小心這樣的陷阱，反過來檢視基金長期績效的一致性，才是最輕省的投資策略。,鉅亨精選基金,>> ,>> ,>> ,
本資料僅供參考，「鉅亨買基金」已盡力就可靠之資料來源提供正確之意見與消息，但無法保證該等資料之完整性。內容涉及新興市場部分，因其波動性與風險程度可能較高，且其政治與經濟情勢穩定度可能低於已開發國家，也可能使資產價值受不同程度之影響，匯率走勢亦可能影響所投資之海外資產價值變動。投資人應依其本身之判斷投資，若有損益或因使用本資料所生之直接或間接損失，應由投資人自行負責，本公司無須負擔任何責任。,
本文提及之經濟走勢預測不必然代表基金之績效，基金投資風險請詳閱基金公開說明書及投資人須知。,
基金經金管會核准或同意生效，惟不表示絕無風險，基金經理公司以往之經理績效不保證基金最低投資收益；基金經理公司除盡善良管理人之注意義務外，不負責基金之盈虧，亦不保證最低之收益，投資人申購前應詳閱基金公開說明書及投資人須知。,
各銷售機構備有基金公開說明書及投資人須知，歡迎索取。有關基金應負擔之費用（境外基金含分銷費用），已揭露於基金之公開說明書或投資人須知中，投資人可至公開資訊觀測站或境外基金資訊觀測站中查詢。,
投資人投資以高收益債券為訴求之基金不宜占其投資組合過高之比重。基金經金管會核准或同意生效，惟不表示絕無風險。由於高收益債券之信用評等未達投資等級或未經信用評等，且對利率變動的敏感度甚高，故基金可能會因利率上升、市場流動性下降，或債券發行機構違約不支付本金、利息或破產而蒙受虧損。投資人應審慎評估，該等基金不適合無法承擔相關風險之投資人。基金經理公司以往之經理績效不保證基金最低投資收益；基金經理公司除盡善良管理人之注意義務外，不負責基金之盈虧，亦不保證最低之收益，投資人申購前應詳閱基金公開說明書及投資人須知。,
投資於 Rule 144A 債券，境內高收益債券基金最高可投資基金總資產 30%; 境內以投資新興市場國家為主之債券型基金及平衡型基金最高可投資基金總資產 15%; 境外高收益債券基金可能有部分投資於美國 Rule 144A 債券，該債券屬私募性質，較可能發生流動性不足，財務訊息揭露不完整或因價格不透明導致波動性較大之風險。,
不動產證券化型基金得投資於高收益債券，其投資總金額不得超過基金淨資產價值之 30％。,
投資人因不同時間進場，將有不同之投資績效，過去之績效亦不代表未來績效之保證。,
基金配息率不代表基金報酬率，且過去配息率不代表未來配息率；基金淨值可能因市場因素而上下波動。,
基金配息前未先扣除應負擔之相關費用。基金的配息可能由基金的收益或本金中支付。任何涉及由本金支出的部份，可能導致原始投資金額減損。,鉅亨證券投資顧問股份有限公司 │ 客服信箱：cs@anuegroup.com.tw,公司地址：台北市信義區松仁路 89 號 2 樓 A-2 室 │ 服務專線：(02)2720-8126 │ 服務時間：09:00-17:30"
https://news.cnyes.com/news/id/4361455,【倫元投顧】碎步盤堅到月底Fed降息前後,"◆盤勢分析,11000 點近關情怯，雖然美股昨晚大漲，不過台股今天仍以下跌 11 點收在 10935 點，成交量為 1319 億。,來到 11000 整數關卡上下稍作震盪很正常，不過這波美股和台股的上漲，主要是事先反應預期月底 Fed 可望降息，故短線支撐約在 10850~10915，短期仍有機會碎步盤堅至下週四清晨 Fed 利率會議前後。若如市場降息一碼，則提防短線利多出盡，先拉回整理後再往上攻最後一波。9 月蘋果新機發表前後~ 9 月中下旬 Fed 利率決策會議前後要小心另一次波段回檔，因電子旺季通常在 9~11 月見高峰，而股價通常至少領先一季左右見到波段高檔。,王信傑 分析師,★ 此研究報告著作權屬倫元證券投資顧問 (股) 公司，切勿盜用或翻印，否則追究責任，決不寬貸,
★ 所有資料僅供參考，本公司不負盈虧責任"
https://news.cnyes.com/news/id/4288234,董總遭判賠投資人1.9億 綠能：營運、財務不受影響,"太陽能廠綠能 (3519-TW) 今 (12) 日公告，針對董事長林蔚山與時任總經理林和龍涉嫌隱匿財測，遭高等法院判定須連帶賠償投資人逾 1.9 億元一案，對裁定深表遺憾，林蔚山並非不法利益最終受益人，其法律適用有違沒收新制規定，而公司營運、財務與業務一切正常，不會受該案影響。,針對綠能遲延公告 2011 年財務預測，使投資人用高於真實價格的股價買入綠能股票，財團法人證券投資人及期貨投資人保護中心提出民事求償，台灣高等法院宣告判決主文出爐，維持一審判決，認定董事長林蔚山及時任總經理林和龍隱匿財測，須連帶賠償投資人逾 1.9 億元，全案仍可上訴。,對此，綠能表示，董事長林蔚山對最高法院的裁定深表遺憾，林蔚山並非不法利益最終受益人，其法律適用有違沒收新制規定，將一如往常，全心奉獻，帶領本公司經營團隊續造佳績。且公司營運、財務與業務一切正常，不會受該案影響。,綠能指出，截至公告時間為止，當事人尚未收到本案民事判決書，將委請外部律師研議續行因應措施，以維護公司權益。"
https://news.cnyes.com/news/id/4370029,【倫元投顧】短期區間震盪、電子股相對強,"◆盤勢分析,雖然昨晚美股大跌，不過台股如早盤所言、將因台指期結算而撐指數，終場台股果然以上漲 3 點收在 10525 點，成交量為 1088 億。,對後市看法目前仍不變，短線上有月線 10570 上下壓，不過較大壓仍是在季線 10650 上下，下檔 10450 上下 (深則年線上下) 仍具短線支撐。原則上在 9 月 10 日公佈營收~ 9 月 18 日 Fed 降息前後，台股應有機會來挑戰季線 10600~10650 上下。,除非這波反彈能夠上來回補 8 月 2 日的空方缺口 10641~10714，指數才有機會再挑戰 11000 上下；否則當 9 月蘋果新機發表前後~ Fed 利率決策會議前後，最慢撐到 10 月初，將因美國第四季總經可能向下、加上大多數心電子準備開始步入淡季，屆時需特別小心另一波段回檔修正，若 10641~10714 缺口無法上來回補，則反彈完必下去破 10180 點。於年底明年初才會展開所謂的總統大選行情。,王信傑 分析師,★ 此研究報告著作權屬倫元證券投資顧問 (股) 公司，切勿盜用或翻印，否則追究責任，決不寬貸,
★ 所有資料僅供參考，本公司不負盈虧責任"
https://news.cnyes.com/news/id/4380521,〈安碁將上櫃〉資安市場需求看俏有助營運 預計Q4掛牌上櫃,"筆電大廠宏碁 (,) 旗下安碁資訊 (,) 預計第 4 季掛牌上櫃，受惠國內資安服務需求逐漸升高，今年前 8 月營收年增逾 25%，總經理吳乙南表示，隨著政府、金融銀行業對資安服務更傾向整合及客製化，未來成長空間大。,隨著資安問題日趨重要，吳乙南表示，2016-2021 年全球資安市場規模年複合成長率達 10%，研調機構 IEK 報告指出，台灣資安產業規模今年將達 448 億元，年增 12.4%，明年更將達 550 億元；資安產業分為資安硬體與模組、資安軟體與資安服務三大類型，其中資安服務需求成長動能最強，估明年將達 181.5 億元規模。,吳乙南表示，安碁資訊產品服務面向分為事前預防、事中偵測、事後應變，細項包含管理、檢測、監控、鑑識，目前一天約處理高達 1300 萬筆資料，未來將持續布局資訊 IT、維運技術 OT、物聯網 IoT 等 3 大方向。,安碁資訊 8 月營收 4532 萬元，月減 4.38%、年增 10.81%，累計今年前 8 月營收為 3.65 億元，年增 25.26%，預計 9 月下旬舉辦上櫃前業績發表會。,安碁資訊於 2000 年成立，資本額, 1.26 億，股權結構 87% 來自宏碁，去年申請上櫃，將成國內首家上櫃的資訊安全的廠商。"
https://news.cnyes.com/news/id/4375456,【馮冠華專欄】美國國會復會將是重要拐點,"9 月 3 日推介 - 龍源電力（916）,1）上日港股市況總結：恆指週一小幅下跌，指數低開 97 點後最多曾報跌 222 點，低見 25502 點，及後在 A 股上升帶動下，跌幅有所收窄，最終報 25627 點，下跌 98 點。整天波幅只有 160 點。成交金額按日下跌約 20% 至 678 億。港股通南下總成交額按日上升約 6% 至 113 億，流向仍是淨流入，金額約 20 億。滬深股通北上仍是淨流入，金額約, 53 億。藍籌 18 升 29 跌 3 持平。,
,
板塊方面，風電股受華能新能源（958）可能私有化的消息帶動而造好，煤炭股也因兗州煤（1171）的慷慨派息和樂觀前景預示而上升。其它如醫藥、教育、物管、中資劵商、手機設備及家電股表現較佳。做空方面，佔大市成交再上升至約 17.9%。牛熊證街貨最新比例為 50:50，現價上下各 1000 點區間的牛熊比例也是 51:49，重貨區方面，熊證下移至 26100-26149，牛證則仍在 25200-25249。恆指期貨夜市收報 25351 點，下跌 154 點，低水 276 點。,簡評：昨天中國股市造好，但一向與 A 股有如唇齒相依的恆指卻背馳下跌（注意國指昨天錄 3 連升）。這不難理解，主要是由於過去週末的社會運動，令一眾本土公司再度受壓而已。 （如地產、銀行、港鐵（66）及領展（823）等等）恆指不至於多失，部分中資股起了相冲效應而已。在幾個月前，由於中美貿易持續下，本土企業一度成為市場的避風港；奈何風水輪流轉，社會運動看不到盡頭，最新竟看到示威者建議 9 月 8 日百萬人大遊行，以請求美國國會通過香港人權及民主法案。,
,
注意一旦法案獲得通過，美國對香港的特殊關稅優惠將會取消。所以 9 月 9 日美國國會復會審議將是另一重要事項，亦可能是整場運動以至中美談判的拐點。,由於美股週一休市，某程度上可解釋昨天港股成交的低迷。其他指標的啟示性也一般，包括繼續高企的做空比率和不離不棄的南向資金淨流入；牛熊街貨則以屠牛風險較高。,華能新能源獲母公司提出私有化是市場預期之外。由於公告並没有提及私有化作價，動機也沒有說明，再加上公司的股價淨值比偏低，昨天的大升甚有投機味道。急升後股價淨值比為 0.89 倍，再上升的空間當然存在，但風險也要注意，特別是早前有 H 股私有化失敗的個案（哈爾濱電氣（1133））。,
,
留意其他的風電股的股值也是低殘，如龍源（916，0.65 倍）、華電福新（816，0.48 倍）及大唐新能源（1798，0.41 倍），相對更有留意價值。另外，華能新能源的同系火電公司華能國電（902）亦是可留意對象。,2）個股訊息（信報、東方日報、經濟日報及明報）：騰訊控股（700）及閱文集團（772）昨天均有回購股份。其中，騰訊回購 11 萬股，每股介乎 326.4 至 331.4 港元，涉及資金 3,628.96 萬元。閱文則回購 8.48 萬股，每股介乎 23.9 至 24.35 元，涉及資金 205.96 萬元。,富力地產（2777）公布，8 月份合約銷售總金額 105.3 億元 (,．下同) ，銷售面積 10.18 萬平方米，分別按年上升 14% 和 39%。首 8 個月，合約銷售金額 812.5 億元，銷售面積達約 749.76 萬平方米，分別按年上升 6% 及 29%。,了解更多港股資訊動態，,
請見香港鉅亨證券：, ,香港鉅亨證券策略長，從事港股研究超過18年，曾是多間香港證券商的研究部主管，對香港上市公司有深入認識。策略長每天會為大家分析及推斷當天港股走勢，望為大家帶來財富。"
https://news.cnyes.com/news/id/4372399,【華冠投顧】貿易戰火髮夾彎、川普改口再考慮,"大盤趨勢》,周一下午川普改變口氣，稱中國有意願重回談判桌，美國股市因此出現反彈，連帶也使得台股出現反彈。不過，一早開盤量能不足，許多個股都是午盤之後，才開始出現量能轉強。原則上，市場仍在觀察美中談判的進度，多數人已經認為短時間之內，不容易看到有好的結果，甚至認為要等到 2020 選舉過後，中國才願意和下一任總統談。,技術線型方面，大盤出現十字線，若明天能夠出現帶量長紅，則組合 K 線型將會呈現多方炮格局。目前月線仍舊下彎，本周指數將會遭逢月線反壓，是否能夠帶量突破向上，是目前市場觀察的重點。原則上，指數在本月已經連續三次回測年線，都能成功重回年線之上，若無意外事件發生，原則上是有機會帶量突破月線反壓。,上周五所贈送的 9 月份轉股祕笈，今天投資組合中標的 8-1 股價帶量攻高，離前波高點僅一步之遙。而標的 8-3 今天出現仙人指路，股價也同步創波段新高。標的 8-5 同樣的帶量上漲，出現創高的紡錘線，最後則是標的 8-6，除了創收盤價新高之外，股價也收當天最高點，後續相關個股追蹤，騏遠也會在 LINE 群生活圈中與好友分享。,華冠投顧 鍾騏遠分析師,
華冠證券投資顧問股份有限公司 (104) 證管投顧新字第 009 號本資料僅供參考投資時應審慎評估"
